date,region,mode,trips,lat,lon,methodology_note,baseline_2019,index_2019
2021-12-01,Inner Sydney,Light rail,78338,-33.8688,151.2093,stable,156432.83333333334,50.1
2022-01-01,Inner Sydney,Light rail,111289,-33.8688,151.2093,stable,156432.83333333334,71.1
2022-02-01,Inner Sydney,Light rail,113682,-33.8688,151.2093,stable,156432.83333333334,72.7
2022-03-01,Inner Sydney,Light rail,112946,-33.8688,151.2093,stable,156432.83333333334,72.2
2022-04-01,Inner Sydney,Light rail,125252,-33.8688,151.2093,stable,156432.83333333334,80.1
2022-05-01,Inner Sydney,Light rail,122077,-33.8688,151.2093,stable,156432.83333333334,78.0
2022-06-01,Inner Sydney,Light rail,113475,-33.8688,151.2093,stable,156432.83333333334,72.5
2022-07-01,Inner Sydney,Light rail,115571,-33.8688,151.2093,stable,156432.83333333334,73.9
2022-08-01,Inner Sydney,Light rail,108495,-33.8688,151.2093,stable,156432.83333333334,69.4
2022-09-01,Inner Sydney,Light rail,103631,-33.8688,151.2093,stable,156432.83333333334,66.2
2022-10-01,Inner Sydney,Light rail,97254,-33.8688,151.2093,stable,156432.83333333334,62.2
2022-11-01,Inner Sydney,Light rail,99209,-33.8688,151.2093,stable,156432.83333333334,63.4
2022-12-01,Inner Sydney,Light rail,112784,-33.8688,151.2093,stable,156432.83333333334,72.1
2023-01-01,Inner Sydney,Light rail,137391,-33.8688,151.2093,stable,156432.83333333334,87.8
2023-02-01,Inner Sydney,Light rail,137027,-33.8688,151.2093,stable,156432.83333333334,87.6
2023-03-01,Inner Sydney,Light rail,145744,-33.8688,151.2093,stable,156432.83333333334,93.2
2023-04-01,Inner Sydney,Light rail,142924,-33.8688,151.2093,stable,156432.83333333334,91.4
2023-05-01,Inner Sydney,Light rail,134201,-33.8688,151.2093,stable,156432.83333333334,85.8
2023-06-01,Inner Sydney,Light rail,130188,-33.8688,151.2093,stable,156432.83333333334,83.2
2023-07-01,Inner Sydney,Light rail,128024,-33.8688,151.2093,stable,156432.83333333334,81.8
2023-08-01,Inner Sydney,Light rail,131821,-33.8688,151.2093,stable,156432.83333333334,84.3
2023-09-01,Inner Sydney,Light rail,126295,-33.8688,151.2093,stable,156432.83333333334,80.7
2023-10-01,Inner Sydney,Light rail,125775,-33.8688,151.2093,stable,156432.83333333334,80.4
2023-11-01,Inner Sydney,Light rail,127799,-33.8688,151.2093,stable,156432.83333333334,81.7
2023-12-01,Inner Sydney,Light rail,121421,-33.8688,151.2093,stable,156432.83333333334,77.6
2024-01-01,Inner Sydney,Light rail,136180,-33.8688,151.2093,stable,156432.83333333334,87.1
2024-02-01,Inner Sydney,Light rail,139056,-33.8688,151.2093,stable,156432.83333333334,88.9
2024-03-01,Inner Sydney,Light rail,155173,-33.8688,151.2093,stable,156432.83333333334,99.2
2024-04-01,Inner Sydney,Light rail,158621,-33.8688,151.2093,stable,156432.83333333334,101.4
2024-05-01,Inner Sydney,Light rail,148440,-33.8688,151.2093,stable,156432.83333333334,94.9
2024-06-01,Inner Sydney,Light rail,148130,-33.8688,151.2093,stable,156432.83333333334,94.7
2024-07-01,Inner Sydney,Light rail,145346,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,92.9
2024-08-01,Inner Sydney,Light rail,153075,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,97.9
2024-09-01,Inner Sydney,Light rail,147301,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,94.2
2024-10-01,Inner Sydney,Light rail,147473,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,94.3
2024-11-01,Inner Sydney,Light rail,146389,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,93.6
2024-12-01,Inner Sydney,Light rail,152229,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,97.3
2025-01-01,Inner Sydney,Light rail,152517,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,97.5
2025-02-01,Inner Sydney,Light rail,172985,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,110.6
2025-03-01,Inner Sydney,Light rail,169463,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,108.3
2025-04-01,Inner Sydney,Light rail,183710,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,117.4
2025-05-01,Inner Sydney,Light rail,179218,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,114.6
2025-06-01,Inner Sydney,Light rail,175559,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,112.2
2025-07-01,Inner Sydney,Light rail,167772,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,107.2
2025-08-01,Inner Sydney,Light rail,150926,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,96.5
2025-09-01,Inner Sydney,Light rail,155726,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,99.5
2025-10-01,Inner Sydney,Light rail,141803,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,90.6
2025-11-01,Inner Sydney,Light rail,157257,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,100.5
2025-12-01,Inner Sydney,Light rail,161952,-33.8688,151.2093,synthetic allocation change from July 2024,156432.83333333334,103.5
2019-01-01,Western Sydney,Train,1063361,-33.815,150.998,stable,1094040.75,97.2
2019-02-01,Western Sydney,Train,1187461,-33.815,150.998,stable,1094040.75,108.5
2019-03-01,Western Sydney,Train,1170607,-33.815,150.998,stable,1094040.75,107.0
2019-04-01,Western Sydney,Train,1160228,-33.815,150.998,stable,1094040.75,106.0
2019-05-01,Western Sydney,Train,1217896,-33.815,150.998,stable,1094040.75,111.3
2019-06-01,Western Sydney,Train,1106604,-33.815,150.998,stable,1094040.75,101.1
2019-07-01,Western Sydney,Train,1037123,-33.815,150.998,stable,1094040.75,94.8
2019-08-01,Western Sydney,Train,1017113,-33.815,150.998,stable,1094040.75,93.0
2019-09-01,Western Sydney,Train,1002690,-33.815,150.998,stable,1094040.75,91.7
2019-10-01,Western Sydney,Train,1056247,-33.815,150.998,stable,1094040.75,96.5
2019-11-01,Western Sydney,Train,1081149,-33.815,150.998,stable,1094040.75,98.8
2019-12-01,Western Sydney,Train,1028010,-33.815,150.998,stable,1094040.75,94.0
2020-01-01,Western Sydney,Train,1118675,-33.815,150.998,stable,1094040.75,102.3
2020-02-01,Western Sydney,Train,1130227,-33.815,150.998,stable,1094040.75,103.3
2020-03-01,Western Sydney,Train,435442,-33.815,150.998,stable,1094040.75,39.8
2020-04-01,Western Sydney,Train,417607,-33.815,150.998,stable,1094040.75,38.2
2020-05-01,Western Sydney,Train,433372,-33.815,150.998,stable,1094040.75,39.6
2020-06-01,Western Sydney,Train,381917,-33.815,150.998,stable,1094040.75,34.9
2020-07-01,Western Sydney,Train,406732,-33.815,150.998,stable,1094040.75,37.2
2020-08-01,Western Sydney,Train,355343,-33.815,150.998,stable,1094040.75,32.5
2020-09-01,Western Sydney,Train,378215,-33.815,150.998,stable,1094040.75,34.6
2020-10-01,Western Sydney,Train,344231,-33.815,150.998,stable,1094040.75,31.5
2020-11-01,Western Sydney,Train,341488,-33.815,150.998,stable,1094040.75,31.2
2020-12-01,Western Sydney,Train,366697,-33.815,150.998,stable,1094040.75,33.5
2021-01-01,Western Sydney,Train,621592,-33.815,150.998,stable,1094040.75,56.8
2021-02-01,Western Sydney,Train,615131,-33.815,150.998,stable,1094040.75,56.2
2021-03-01,Western Sydney,Train,655160,-33.815,150.998,stable,1094040.75,59.9
2021-04-01,Western Sydney,Train,654295,-33.815,150.998,stable,1094040.75,59.8
2021-05-01,Western Sydney,Train,638003,-33.815,150.998,stable,1094040.75,58.3
2021-06-01,Western Sydney,Train,634982,-33.815,150.998,stable,1094040.75,58.0
2021-07-01,Western Sydney,Train,587192,-33.815,150.998,stable,1094040.75,53.7
2021-08-01,Western Sydney,Train,595351,-33.815,150.998,stable,1094040.75,54.4
2021-09-01,Western Sydney,Train,529413,-33.815,150.998,stable,1094040.75,48.4
2021-10-01,Western Sydney,Train,585025,-33.815,150.998,stable,1094040.75,53.5
2021-11-01,Western Sydney,Train,565682,-33.815,150.998,stable,1094040.75,51.7
2021-12-01,Western Sydney,Train,596093,-33.815,150.998,stable,1094040.75,54.5
2022-01-01,Western Sydney,Train,814994,-33.815,150.998,stable,1094040.75,74.5
2022-02-01,Western Sydney,Train,840545,-33.815,150.998,stable,1094040.75,76.8
2022-03-01,Western Sydney,Train,833072,-33.815,150.998,stable,1094040.75,76.1
2022-04-01,Western Sydney,Train,811220,-33.815,150.998,stable,1094040.75,74.1
2022-05-01,Western Sydney,Train,863561,-33.815,150.998,stable,1094040.75,78.9
2022-06-01,Western Sydney,Train,806896,-33.815,150.998,stable,1094040.75,73.8
2022-07-01,Western Sydney,Train,774314,-33.815,150.998,stable,1094040.75,70.8
2022-08-01,Western Sydney,Train,792072,-33.815,150.998,stable,1094040.75,72.4
2022-09-01,Western Sydney,Train,756567,-33.815,150.998,stable,1094040.75,69.2
2022-10-01,Western Sydney,Train,711180,-33.815,150.998,stable,1094040.75,65.0
2022-11-01,Western Sydney,Train,720258,-33.815,150.998,stable,1094040.75,65.8
2022-12-01,Western Sydney,Train,751961,-33.815,150.998,stable,1094040.75,68.7
2023-01-01,Western Sydney,Train,913178,-33.815,150.998,stable,1094040.75,83.5
2023-02-01,Western Sydney,Train,937395,-33.815,150.998,stable,1094040.75,85.7
2023-03-01,Western Sydney,Train,943827,-33.815,150.998,stable,1094040.75,86.3
2023-04-01,Western Sydney,Train,988393,-33.815,150.998,stable,1094040.75,90.3
2023-05-01,Western Sydney,Train,1040226,-33.815,150.998,stable,1094040.75,95.1
2023-06-01,Western Sydney,Train,981407,-33.815,150.998,stable,1094040.75,89.7
2023-07-01,Western Sydney,Train,968663,-33.815,150.998,stable,1094040.75,88.5
2023-08-01,Western Sydney,Train,899335,-33.815,150.998,stable,1094040.75,82.2
2023-09-01,Western Sydney,Train,839441,-33.815,150.998,stable,1094040.75,76.7
2023-10-01,Western Sydney,Train,854970,-33.815,150.998,stable,1094040.75,78.1
2023-11-01,Western Sydney,Train,808426,-33.815,150.998,stable,1094040.75,73.9
2023-12-01,Western Sydney,Train,864358,-33.815,150.998,stable,1094040.75,79.0
2024-01-01,Western Sydney,Train,981670,-33.815,150.998,stable,1094040.75,89.7
2024-02-01,Western Sydney,Train,1039482,-33.815,150.998,stable,1094040.75,95.0
2024-03-01,Western Sydney,Train,1078241,-33.815,150.998,stable,1094040.75,98.6
2024-04-01,Western Sydney,Train,1064707,-33.815,150.998,stable,1094040.75,97.3
2024-05-01,Western Sydney,Train,1051241,-33.815,150.998,stable,1094040.75,96.1
2024-06-01,Western Sydney,Train,994227,-33.815,150.998,stable,1094040.75,90.9
2024-07-01,Western Sydney,Train,986814,-33.815,150.998,stable,1094040.75,90.2
2024-08-01,Western Sydney,Train,996153,-33.815,150.998,stable,1094040.75,91.1
2024-09-01,Western Sydney,Train,954142,-33.815,150.998,stable,1094040.75,87.2
2024-10-01,Western Sydney,Train,874698,-33.815,150.998,stable,1094040.75,80.0
2024-11-01,Western Sydney,Train,875501,-33.815,150.998,stable,1094040.75,80.0
2024-12-01,Western Sydney,Train,952162,-33.815,150.998,stable,1094040.75,87.0
2025-01-01,Western Sydney,Train,1072846,-33.815,150.998,stable,1094040.75,98.1
2025-02-01,Western Sydney,Train,1076519,-33.815,150.998,stable,1094040.75,98.4
2025-03-01,Western Sydney,Train,1172308,-33.815,150.998,stable,1094040.75,107.2
2025-04-01,Western Sydney,Train,1174850,-33.815,150.998,stable,1094040.75,107.4
2025-05-01,Western Sydney,Train,1152575,-33.815,150.998,stable,1094040.75,105.4
2025-06-01,Western Sydney,Train,1061950,-33.815,150.998,stable,1094040.75,97.1
2025-07-01,Western Sydney,Train,1017873,-33.815,150.998,stable,1094040.75,93.0
2025-08-01,Western Sydney,Train,955905,-33.815,150.998,stable,1094040.75,87.4
2025-09-01,Western Sydney,Train,952744,-33.815,150.998,stable,1094040.75,87.1
2025-10-01,Western Sydney,Train,968621,-33.815,150.998,stable,1094040.75,88.5
2025-11-01,Western Sydney,Train,1024086,-33.815,150.998,stable,1094040.75,93.6
2025-12-01,Western Sydney,Train,961794,-33.815,150.998,stable,1094040.75,87.9
2019-01-01,Western Sydney,Bus,762094,-33.815,150.998,stable,765285.75,99.6
2019-02-01,Western Sydney,Bus,813269,-33.815,150.998,stable,765285.75,106.3
2019-03-01,Western Sydney,Bus,793156,-33.815,150.998,stable,765285.75,103.6
2019-04-01,Western Sydney,Bus,851194,-33.815,150.998,stable,765285.75,111.2
2019-05-01,Western Sydney,Bus,822791,-33.815,150.998,stable,765285.75,107.5
2019-06-01,Western Sydney,Bus,776197,-33.815,150.998,stable,765285.75,101.4
2019-07-01,Western Sydney,Bus,784419,-33.815,150.998,stable,765285.75,102.5
2019-08-01,Western Sydney,Bus,695339,-33.815,150.998,stable,765285.75,90.9
2019-09-01,Western Sydney,Bus,738235,-33.815,150.998,stable,765285.75,96.5
2019-10-01,Western Sydney,Bus,731356,-33.815,150.998,stable,765285.75,95.6
2019-11-01,Western Sydney,Bus,682819,-33.815,150.998,stable,765285.75,89.2
2019-12-01,Western Sydney,Bus,732560,-33.815,150.998,stable,765285.75,95.7
2020-01-01,Western Sydney,Bus,740051,-33.815,150.998,stable,765285.75,96.7
2020-02-01,Western Sydney,Bus,844808,-33.815,150.998,stable,765285.75,110.4
2020-03-01,Western Sydney,Bus,288792,-33.815,150.998,stable,765285.75,37.7
2020-04-01,Western Sydney,Bus,275350,-33.815,150.998,stable,765285.75,36.0
2020-05-01,Western Sydney,Bus,279498,-33.815,150.998,stable,765285.75,36.5
2020-06-01,Western Sydney,Bus,291995,-33.815,150.998,stable,765285.75,38.2
2020-07-01,Western Sydney,Bus,268091,-33.815,150.998,stable,765285.75,35.0
2020-08-01,Western Sydney,Bus,268077,-33.815,150.998,stable,765285.75,35.0
2020-09-01,Western Sydney,Bus,255872,-33.815,150.998,stable,765285.75,33.4
2020-10-01,Western Sydney,Bus,262456,-33.815,150.998,stable,765285.75,34.3
2020-11-01,Western Sydney,Bus,253701,-33.815,150.998,stable,765285.75,33.2
2020-12-01,Western Sydney,Bus,272692,-33.815,150.998,stable,765285.75,35.6
2021-01-01,Western Sydney,Bus,443392,-33.815,150.998,stable,765285.75,57.9
2021-02-01,Western Sydney,Bus,446393,-33.815,150.998,stable,765285.75,58.3
2021-03-01,Western Sydney,Bus,464756,-33.815,150.998,stable,765285.75,60.7
2021-04-01,Western Sydney,Bus,457642,-33.815,150.998,stable,765285.75,59.8
2021-05-01,Western Sydney,Bus,470804,-33.815,150.998,stable,765285.75,61.5
2021-06-01,Western Sydney,Bus,442970,-33.815,150.998,stable,765285.75,57.9
2021-07-01,Western Sydney,Bus,443686,-33.815,150.998,stable,765285.75,58.0
2021-08-01,Western Sydney,Bus,418447,-33.815,150.998,stable,765285.75,54.7
2021-09-01,Western Sydney,Bus,392961,-33.815,150.998,stable,765285.75,51.3
2021-10-01,Western Sydney,Bus,378361,-33.815,150.998,stable,765285.75,49.4
2021-11-01,Western Sydney,Bus,382203,-33.815,150.998,stable,765285.75,49.9
2021-12-01,Western Sydney,Bus,413276,-33.815,150.998,stable,765285.75,54.0
2022-01-01,Western Sydney,Bus,572084,-33.815,150.998,stable,765285.75,74.8
2022-02-01,Western Sydney,Bus,578049,-33.815,150.998,stable,765285.75,75.5
2022-03-01,Western Sydney,Bus,601826,-33.815,150.998,stable,765285.75,78.6
2022-04-01,Western Sydney,Bus,582556,-33.815,150.998,stable,765285.75,76.1
2022-05-01,Western Sydney,Bus,562753,-33.815,150.998,stable,765285.75,73.5
2022-06-01,Western Sydney,Bus,561750,-33.815,150.998,stable,765285.75,73.4
2022-07-01,Western Sydney,Bus,539212,-33.815,150.998,stable,765285.75,70.5
2022-08-01,Western Sydney,Bus,520709,-33.815,150.998,stable,765285.75,68.0
2022-09-01,Western Sydney,Bus,518476,-33.815,150.998,stable,765285.75,67.7
2022-10-01,Western Sydney,Bus,487914,-33.815,150.998,stable,765285.75,63.8
2022-11-01,Western Sydney,Bus,499350,-33.815,150.998,stable,765285.75,65.3
2022-12-01,Western Sydney,Bus,544610,-33.815,150.998,stable,765285.75,71.2
2023-01-01,Western Sydney,Bus,662821,-33.815,150.998,stable,765285.75,86.6
2023-02-01,Western Sydney,Bus,637496,-33.815,150.998,stable,765285.75,83.3
2023-03-01,Western Sydney,Bus,683942,-33.815,150.998,stable,765285.75,89.4
2023-04-01,Western Sydney,Bus,702115,-33.815,150.998,stable,765285.75,91.7
2023-05-01,Western Sydney,Bus,684621,-33.815,150.998,stable,765285.75,89.5
2023-06-01,Western Sydney,Bus,649007,-33.815,150.998,stable,765285.75,84.8
2023-07-01,Western Sydney,Bus,640601,-33.815,150.998,stable,765285.75,83.7
2023-08-01,Western Sydney,Bus,651093,-33.815,150.998,stable,765285.75,85.1
2023-09-01,Western Sydney,Bus,608062,-33.815,150.998,stable,765285.75,79.5
2023-10-01,Western Sydney,Bus,609017,-33.815,150.998,stable,765285.75,79.6
2023-11-01,Western Sydney,Bus,627758,-33.815,150.998,stable,765285.75,82.0
2023-12-01,Western Sydney,Bus,640717,-33.815,150.998,stable,765285.75,83.7
2024-01-01,Western Sydney,Bus,683052,-33.815,150.998,stable,765285.75,89.3
2024-02-01,Western Sydney,Bus,677986,-33.815,150.998,stable,765285.75,88.6
2024-03-01,Western Sydney,Bus,727830,-33.815,150.998,stable,765285.75,95.1
2024-04-01,Western Sydney,Bus,771205,-33.815,150.998,stable,765285.75,100.8
2024-05-01,Western Sydney,Bus,772441,-33.815,150.998,stable,765285.75,100.9
2024-06-01,Western Sydney,Bus,759935,-33.815,150.998,stable,765285.75,99.3
2024-07-01,Western Sydney,Bus,741167,-33.815,150.998,synthetic allocation change from July 2024,765285.75,96.8
2024-08-01,Western Sydney,Bus,739843,-33.815,150.998,synthetic allocation change from July 2024,765285.75,96.7
2024-09-01,Western Sydney,Bus,700442,-33.815,150.998,synthetic allocation change from July 2024,765285.75,91.5
2024-10-01,Western Sydney,Bus,697096,-33.815,150.998,synthetic allocation change from July 2024,765285.75,91.1
2024-11-01,Western Sydney,Bus,673226,-33.815,150.998,synthetic allocation change from July 2024,765285.75,88.0
2024-12-01,Western Sydney,Bus,694310,-33.815,150.998,synthetic allocation change from July 2024,765285.75,90.7
2025-01-01,Western Sydney,Bus,792189,-33.815,150.998,synthetic allocation change from July 2024,765285.75,103.5
2025-02-01,Western Sydney,Bus,783345,-33.815,150.998,synthetic allocation change from July 2024,765285.75,102.4
2025-03-01,Western Sydney,Bus,836859,-33.815,150.998,synthetic allocation change from July 2024,765285.75,109.4
2025-04-01,Western Sydney,Bus,880737,-33.815,150.998,synthetic allocation change from July 2024,765285.75,115.1
2025-05-01,Western Sydney,Bus,843844,-33.815,150.998,synthetic allocation change from July 2024,765285.75,110.3
2025-06-01,Western Sydney,Bus,796897,-33.815,150.998,synthetic allocation change from July 2024,765285.75,104.1
2025-07-01,Western Sydney,Bus,795211,-33.815,150.998,synthetic allocation change from July 2024,765285.75,103.9
2025-08-01,Western Sydney,Bus,732156,-33.815,150.998,synthetic allocation change from July 2024,765285.75,95.7
2025-09-01,Western Sydney,Bus,753926,-33.815,150.998,synthetic allocation change from July 2024,765285.75,98.5
2025-10-01,Western Sydney,Bus,692777,-33.815,150.998,synthetic allocation change from July 2024,765285.75,90.5
2025-11-01,Western Sydney,Bus,733576,-33.815,150.998,synthetic allocation change from July 2024,765285.75,95.9
2025-12-01,Western Sydney,Bus,772324,-33.815,150.998,synthetic allocation change from July 2024,765285.75,100.9
2019-01-01,Western Sydney,Ferry,93381,-33.815,150.998,stable,97879.41666666667,95.4
2019-02-01,Western Sydney,Ferry,104723,-33.815,150.998,stable,97879.41666666667,107.0
2019-03-01,Western Sydney,Ferry,101231,-33.815,150.998,stable,97879.41666666667,103.4
2019-04-01,Western Sydney,Ferry,106428,-33.815,150.998,stable,97879.41666666667,108.7
2019-05-01,Western Sydney,Ferry,100146,-33.815,150.998,stable,97879.41666666667,102.3
2019-06-01,Western Sydney,Ferry,101466,-33.815,150.998,stable,97879.41666666667,103.7
2019-07-01,Western Sydney,Ferry,95574,-33.815,150.998,stable,97879.41666666667,97.6
2019-08-01,Western Sydney,Ferry,93065,-33.815,150.998,stable,97879.41666666667,95.1
2019-09-01,Western Sydney,Ferry,95029,-33.815,150.998,stable,97879.41666666667,97.1
2019-10-01,Western Sydney,Ferry,89758,-33.815,150.998,stable,97879.41666666667,91.7
2019-11-01,Western Sydney,Ferry,94927,-33.815,150.998,stable,97879.41666666667,97.0
2019-12-01,Western Sydney,Ferry,98825,-33.815,150.998,stable,97879.41666666667,101.0
2020-01-01,Western Sydney,Ferry,96056,-33.815,150.998,stable,97879.41666666667,98.1
2020-02-01,Western Sydney,Ferry,97794,-33.815,150.998,stable,97879.41666666667,99.9
2020-03-01,Western Sydney,Ferry,34913,-33.815,150.998,stable,97879.41666666667,35.7
2020-04-01,Western Sydney,Ferry,37599,-33.815,150.998,stable,97879.41666666667,38.4
2020-05-01,Western Sydney,Ferry,39273,-33.815,150.998,stable,97879.41666666667,40.1
2020-06-01,Western Sydney,Ferry,35387,-33.815,150.998,stable,97879.41666666667,36.2
2020-07-01,Western Sydney,Ferry,35274,-33.815,150.998,stable,97879.41666666667,36.0
2020-08-01,Western Sydney,Ferry,34386,-33.815,150.998,stable,97879.41666666667,35.1
2020-09-01,Western Sydney,Ferry,32836,-33.815,150.998,stable,97879.41666666667,33.5
2020-10-01,Western Sydney,Ferry,32850,-33.815,150.998,stable,97879.41666666667,33.6
2020-11-01,Western Sydney,Ferry,33989,-33.815,150.998,stable,97879.41666666667,34.7
2020-12-01,Western Sydney,Ferry,32063,-33.815,150.998,stable,97879.41666666667,32.8
2021-01-01,Western Sydney,Ferry,51316,-33.815,150.998,stable,97879.41666666667,52.4
2021-02-01,Western Sydney,Ferry,54265,-33.815,150.998,stable,97879.41666666667,55.4
2021-03-01,Western Sydney,Ferry,55610,-33.815,150.998,stable,97879.41666666667,56.8
2021-04-01,Western Sydney,Ferry,60001,-33.815,150.998,stable,97879.41666666667,61.3
2021-05-01,Western Sydney,Ferry,58669,-33.815,150.998,stable,97879.41666666667,59.9
2021-06-01,Western Sydney,Ferry,54711,-33.815,150.998,stable,97879.41666666667,55.9
2021-07-01,Western Sydney,Ferry,55753,-33.815,150.998,stable,97879.41666666667,57.0
2021-08-01,Western Sydney,Ferry,53946,-33.815,150.998,stable,97879.41666666667,55.1
2021-09-01,Western Sydney,Ferry,48657,-33.815,150.998,stable,97879.41666666667,49.7
2021-10-01,Western Sydney,Ferry,50738,-33.815,150.998,stable,97879.41666666667,51.8
2021-11-01,Western Sydney,Ferry,52185,-33.815,150.998,stable,97879.41666666667,53.3
2021-12-01,Western Sydney,Ferry,49854,-33.815,150.998,stable,97879.41666666667,50.9
2022-01-01,Western Sydney,Ferry,74011,-33.815,150.998,stable,97879.41666666667,75.6
2022-02-01,Western Sydney,Ferry,78265,-33.815,150.998,stable,97879.41666666667,80.0
2022-03-01,Western Sydney,Ferry,72634,-33.815,150.998,stable,97879.41666666667,74.2
2022-04-01,Western Sydney,Ferry,72600,-33.815,150.998,stable,97879.41666666667,74.2
2022-05-01,Western Sydney,Ferry,74498,-33.815,150.998,stable,97879.41666666667,76.1
2022-06-01,Western Sydney,Ferry,75708,-33.815,150.998,stable,97879.41666666667,77.3
2022-07-01,Western Sydney,Ferry,75199,-33.815,150.998,stable,97879.41666666667,76.8
2022-08-01,Western Sydney,Ferry,67580,-33.815,150.998,stable,97879.41666666667,69.0
2022-09-01,Western Sydney,Ferry,68053,-33.815,150.998,stable,97879.41666666667,69.5
2022-10-01,Western Sydney,Ferry,62240,-33.815,150.998,stable,97879.41666666667,63.6
2022-11-01,Western Sydney,Ferry,67859,-33.815,150.998,stable,97879.41666666667,69.3
2022-12-01,Western Sydney,Ferry,69473,-33.815,150.998,stable,97879.41666666667,71.0
2023-01-01,Western Sydney,Ferry,79187,-33.815,150.998,stable,97879.41666666667,80.9
2023-02-01,Western Sydney,Ferry,89314,-33.815,150.998,stable,97879.41666666667,91.2
2023-03-01,Western Sydney,Ferry,92659,-33.815,150.998,stable,97879.41666666667,94.7
2023-04-01,Western Sydney,Ferry,90894,-33.815,150.998,stable,97879.41666666667,92.9
2023-05-01,Western Sydney,Ferry,84877,-33.815,150.998,stable,97879.41666666667,86.7
2023-06-01,Western Sydney,Ferry,91507,-33.815,150.998,stable,97879.41666666667,93.5
2023-07-01,Western Sydney,Ferry,85980,-33.815,150.998,stable,97879.41666666667,87.8
2023-08-01,Western Sydney,Ferry,78369,-33.815,150.998,stable,97879.41666666667,80.1
2023-09-01,Western Sydney,Ferry,76733,-33.815,150.998,stable,97879.41666666667,78.4
2023-10-01,Western Sydney,Ferry,75318,-33.815,150.998,stable,97879.41666666667,76.9
2023-11-01,Western Sydney,Ferry,77453,-33.815,150.998,stable,97879.41666666667,79.1
2023-12-01,Western Sydney,Ferry,78312,-33.815,150.998,stable,97879.41666666667,80.0
2024-01-01,Western Sydney,Ferry,92837,-33.815,150.998,stable,97879.41666666667,94.8
2024-02-01,Western Sydney,Ferry,96248,-33.815,150.998,stable,97879.41666666667,98.3
2024-03-01,Western Sydney,Ferry,90763,-33.815,150.998,stable,97879.41666666667,92.7
2024-04-01,Western Sydney,Ferry,101548,-33.815,150.998,stable,97879.41666666667,103.7
2024-05-01,Western Sydney,Ferry,96823,-33.815,150.998,stable,97879.41666666667,98.9
2024-06-01,Western Sydney,Ferry,96319,-33.815,150.998,stable,97879.41666666667,98.4
2024-07-01,Western Sydney,Ferry,91316,-33.815,150.998,stable,97879.41666666667,93.3
2024-08-01,Western Sydney,Ferry,84873,-33.815,150.998,stable,97879.41666666667,86.7
2024-09-01,Western Sydney,Ferry,85253,-33.815,150.998,stable,97879.41666666667,87.1
2024-10-01,Western Sydney,Ferry,86550,-33.815,150.998,stable,97879.41666666667,88.4
2024-11-01,Western Sydney,Ferry,80639,-33.815,150.998,stable,97879.41666666667,82.4
2024-12-01,Western Sydney,Ferry,88699,-33.815,150.998,stable,97879.41666666667,90.6
2025-01-01,Western Sydney,Ferry,95475,-33.815,150.998,stable,97879.41666666667,97.5
2025-02-01,Western Sydney,Ferry,98645,-33.815,150.998,stable,97879.41666666667,100.8
2025-03-01,Western Sydney,Ferry,100838,-33.815,150.998,stable,97879.41666666667,103.0
2025-04-01,Western Sydney,Ferry,105488,-33.815,150.998,stable,97879.41666666667,107.8
2025-05-01,Western Sydney,Ferry,98800,-33.815,150.998,stable,97879.41666666667,100.9
2025-06-01,Western Sydney,Ferry,103013,-33.815,150.998,stable,97879.41666666667,105.2
2025-07-01,Western Sydney,Ferry,98811,-33.815,150.998,stable,97879.41666666667,101.0
2025-08-01,Western Sydney,Ferry,86712,-33.815,150.998,stable,97879.41666666667,88.6
2025-09-01,Western Sydney,Ferry,92506,-33.815,150.998,stable,97879.41666666667,94.5
2025-10-01,Western Sydney,Ferry,84749,-33.815,150.998,stable,97879.41666666667,86.6
2025-11-01,Western Sydney,Ferry,88080,-33.815,150.998,stable,97879.41666666667,90.0
2025-12-01,Western Sydney,Ferry,92446,-33.815,150.998,stable,97879.41666666667,94.4
2019-01-01,Western Sydney,Light rail,130083,-33.815,150.998,stable,131449.75,99.0
2019-02-01,Western Sydney,Light rail,129515,-33.815,150.998,stable,131449.75,98.5
2019-03-01,Western Sydney,Light rail,147089,-33.815,150.998,stable,131449.75,111.9
2019-04-01,Western Sydney,Light rail,137117,-33.815,150.998,stable,131449.75,104.3
2019-05-01,Western Sydney,Light rail,136269,-33.815,150.998,stable,131449.75,103.7
